Entry	yourlist:M20170920F725F458AC8690F874DD868E4ED79B88CC4D22H	Gene names	Protein names	EC number
O75409	HSA:25763	HYPM CXorf27	Huntingtin-interacting protein M (Huntingtin yeast partner M)	
P46734	HSA:5606	MAP2K3 MEK3 MKK3 PRKMK3 SKK2	Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3) (Stress-activated protein kinase kinase 2) (SAPK kinase 2) (SAPKK-2) (SAPKK2)	2.7.12.2
Q6FI23	HSA:5606	MAP2K3	MAP2K3 protein (Mitogen-activated protein kinase kinase 3 isoform B) (cDNA, FLJ96569, Homo sapiens mitogen-activated protein kinase kinase 3 (MAP2K3),transcript variant B, mRNA)	
O43280	HSA:11181	TREH TREA	Trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	3.2.1.28
A0A024R5F0	HSA:116535	MRGPRF hCG_27986	MAS-related GPR, member F, isoform CRA_a	
Q96AM1	HSA:116535	MRGPRF GPR140 GPR168 MRGF PSEC0142	Mas-related G-protein coupled receptor member F (Mas-related gene F protein) (G-protein coupled receptor 140) (G-protein coupled receptor 168)	
Q8TCU6	HSA:57580	PREX1 KIAA1415	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein (P-Rex1) (PtdIns(3,4,5)-dependent Rac exchanger 1)	
Q05D60	HSA:159989	DEUP1 CCDC67	Deuterosome assembly protein 1 (Coiled-coil domain-containing protein 67)	
P09913	HSA:3433	IFIT2 CIG-42 G10P2 IFI54 ISG54	Interferon-induced protein with tetratricopeptide repeats 2 (IFIT-2) (ISG-54 K) (Interferon-induced 54 kDa protein) (IFI-54K) (P54)	
Q05DN2	HSA:3433	IFIT2	IFIT2 protein (Fragment)	
Q9H2Z4	HSA:644524	NKX2-4 NKX2D	Homeobox protein Nkx-2.4 (Homeobox protein NK-2 homolog D)	
P17039	HSA:90075	ZNF30 KOX28	Zinc finger protein 30 (Zinc finger protein KOX28)	
Q9H330	HSA:23731	TMEM245 C9orf5	Transmembrane protein 245 (Protein CG-2)	
P59544	HSA:259296	TAS2R50	Taste receptor type 2 member 50 (T2R50) (Taste receptor type 2 member 51) (T2R51)	
Q9P013	HSA:51503	CWC15 C11orf5 AD-002 HSPC148	Spliceosome-associated protein CWC15 homolog	
Q9Y4D7	HSA:23129	PLXND1 KIAA0620	Plexin-D1	
A0A024RC61	HSA:290	ANPEP hCG_27217	Aminopeptidase (EC 3.4.11.-)	3.4.11.-
P15144	HSA:290	ANPEP APN CD13 PEPN	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)	3.4.11.2
Q59E93	HSA:290		Aminopeptidase (EC 3.4.11.-) (Fragment)	3.4.11.-
Q9UL52	HSA:28983	TMPRSS11E DESC1 TMPRSS11E2 UNQ742/PRO1461	Transmembrane protease serine 11E (EC 3.4.21.-) (Serine protease DESC1) (Transmembrane protease serine 11E2) [Cleaved into: Transmembrane protease serine 11E non-catalytic chain; Transmembrane protease serine 11E catalytic chain]	3.4.21.-
Q6ZUB1	HSA:286234	SPATA31E1 C9orf79 FAM75E1	Spermatogenesis-associated protein 31E1 (Protein FAM75E1)	
Q9P244	HSA:57622	LRFN1 KIAA1484 SALM2	Leucine-rich repeat and fibronectin type III domain-containing protein 1 (Synaptic adhesion-like molecule 2)	
A0A024R670	HSA:55333	SYNJ2BP hCG_2028720	Synaptojanin 2 binding protein, isoform CRA_a	
P57105	HSA:55333	SYNJ2BP OMP25	Synaptojanin-2-binding protein (Mitochondrial outer membrane protein 25)	
P52701	HSA:2956	MSH6 GTBP	DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	
Q3SWU9	HSA:2956	MSH6	MSH6 protein (Fragment)	
B4DX81	HSA:129881	hCG_15219	HCG15219, isoform CRA_b (cDNA FLJ59063)	
Q0VFZ6	HSA:129881	CCDC173 C2orf77	Coiled-coil domain-containing protein 173	
Q6DN72	HSA:343413	FCRL6 FCRH6	Fc receptor-like protein 6 (FcR-like protein 6) (FcRL6) (Fc receptor homolog 6) (FcRH6) (IFGP6)	
P59540	HSA:259292	TAS2R46	Taste receptor type 2 member 46 (T2R46) (Taste receptor type 2 member 54) (T2R54)	
O95371	HSA:4993	OR2C1 OR2C2P	Olfactory receptor 2C1 (OLFmf3) (Olfactory receptor 2C2) (Olfactory receptor OR16-1) (Olfactory receptor OR16-2)	
B2R4A9	HSA:26515	FXC1 hCG_1992888	Fracture callus 1 homolog (Rat) (cDNA FLJ11268 fis, clone PLACE1009186, highly similar to Mitochondrial import inner membrane translocase subunit Tim9B) (cDNA, FLJ92024, Homo sapiens fracture callus 1 homolog (rat) (FXC1), mRNA)	
Q9Y5J6	HSA:26515	TIMM10B FXC1 TIM9B TIMM9B	Mitochondrial import inner membrane translocase subunit Tim10 B (Fracture callus protein 1) (FxC1) (Mitochondrial import inner membrane translocase subunit Tim9 B) (TIMM10B) (Tim10b)	
P48751	HSA:6508	SLC4A3 AE3	Anion exchange protein 3 (AE 3) (Anion exchanger 3) (CAE3/BAE3) (Cardiac/brain band 3-like protein) (Neuronal band 3-like protein) (Solute carrier family 4 member 3)	
P0CE72	HSA:654231	OCM OCM1 OCMN	Oncomodulin-1 (OM) (Parvalbumin beta)	
Q08ET2	HSA:100049587	SIGLEC14 UNQ294/PRO333	Sialic acid-binding Ig-like lectin 14 (Siglec-14)	
Q9H720	HSA:80157	CWH43 PGAP2IP	PGAP2-interacting protein (Cell wall biogenesis protein 43 C-terminal homolog)	
O94906	HSA:24148	PRPF6 C20orf14	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	
P62899	HSA:6160	RPL31	60S ribosomal protein L31 (Large ribosomal subunit protein eL31)	
B3KNM4	HSA:115196		cDNA FLJ14954 fis, clone PLACE3000169, highly similar to Homo sapiens zinc finger protein 554 (ZNF554), mRNA	
Q86TJ5	HSA:115196	ZNF554	Zinc finger protein 554	
A0A140VK53	HSA:23524		Testicular secretory protein Li 53	
Q9UQ35	HSA:23524	SRRM2 KIAA0324 SRL300 SRM300 HSPC075	Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803)	
O60307	HSA:23031	MAST3 KIAA0561	Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1)	2.7.11.1
Q9H8K7	HSA:80007	C10orf88	Uncharacterized protein C10orf88	
P34910	HSA:2124	EVI2B EVDB	Protein EVI2B (Ecotropic viral integration site 2B protein homolog) (EVI-2B) (CD antigen CD361)	
Q9BRW1	HSA:2124	EVI2B	Ecotropic viral integration site 2B	
Q9Y3F4	HSA:11171	STRAP MAWD UNRIP	Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD)	
A0A024R4L3	HSA:55769	ZNF83 hCG_1811955	Zinc finger protein 83 (HPF1), isoform CRA_a	
P51522	HSA:55769	ZNF83 ZNF816B	Zinc finger protein 83 (Zinc finger protein 816B) (Zinc finger protein HPF1)	
P59923	HSA:353274	ZNF445 ZKSCAN15 ZNF168	Zinc finger protein 445 (Zinc finger protein 168) (Zinc finger protein with KRAB and SCAN domains 15)	
Q9NXP7	HSA:54826	GIN1 TGIN1 ZH2C2	Gypsy retrotransposon integrase-like protein 1 (GIN-1) (Ty3/Gypsy integrase 1) (Zinc finger H2C2 domain-containing protein)	
Q6PXP3	HSA:155184	SLC2A7 GLUT7	Solute carrier family 2, facilitated glucose transporter member 7 (Glucose transporter type 7) (GLUT-7)	
A0A140VJR0	HSA:5144	PDE4D hCG_1811507	Phosphodiesterase (EC 3.1.4.-)	3.1.4.-
Q08499	HSA:5144	PDE4D DPDE3	cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)	3.1.4.53
Q9NRR2	HSA:25823	TPSG1 PRSS31 TMT	Tryptase gamma (EC 3.4.21.-) (Serine protease 31) (Transmembrane tryptase) [Cleaved into: Tryptase gamma light chain; Tryptase gamma heavy chain]	3.4.21.-
Q02575	HSA:4807	NHLH1 BHLHA35 HEN1	Helix-loop-helix protein 1 (HEN-1) (Class A basic helix-loop-helix protein 35) (bHLHa35) (Nescient helix loop helix 1) (NSCL-1)	
Q5T203	HSA:4807	NHLH1 hCG_20859	Nescient helix loop helix 1 (cDNA, FLJ94293, Homo sapiens nescient helix loop helix 1 (NHLH1), mRNA)	
Q6B0B8	HSA:220359	TIGD3	Tigger transposable element-derived protein 3	
O15335	HSA:1101	CHAD SLRR4A	Chondroadherin (Cartilage leucine-rich protein)	
Q92599	HSA:23176	SEPT8 KIAA0202	Septin-8	
Q9H6I2	HSA:64321	SOX17	Transcription factor SOX-17	
A0A024R7L4	HSA:25789	C19orf4 hCG_37045	Chromosome 19 open reading frame 4, isoform CRA_a	
Q9UK28	HSA:25789	TMEM59L BSMAP C19orf4	Transmembrane protein 59-like (Brain-specific membrane-anchored protein)	
Q6ZV89	HSA:400745	SH2D5	SH2 domain-containing protein 5	
P20783	HSA:4908	NTF3	Neurotrophin-3 (NT-3) (HDNF) (Nerve growth factor 2) (NGF-2) (Neurotrophic factor)	
Q92575	HSA:23190	UBXN4 KIAA0242 UBXD2 UBXDC1	UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2)	
A2RU78	HSA:3797	KIF3C hCG_21381	Kinesin-like protein	
O14782	HSA:3797	KIF3C	Kinesin-like protein KIF3C	
A4D0T1	HSA:54674	LRRN3 hCG_1643830 tcag7.22	Leucine rich repeat neuronal 3 (Leucine rich repeat neuronal 3, isoform CRA_a)	
Q9H3W5	HSA:54674	LRRN3 Nbla10363 UNQ194/PRO220	Leucine-rich repeat neuronal protein 3 (Neuronal leucine-rich repeat protein 3) (NLRR-3)	
Q8NCN2	HSA:403341	ZBTB34 KIAA1993	Zinc finger and BTB domain-containing protein 34	
Q6UW01	HSA:643866	CBLN3 UNQ755/PRO1486	Cerebellin-3	
Q9H4Q3	HSA:59336	PRDM13 PFM10	PR domain zinc finger protein 13 (EC 2.1.1.-) (PR domain-containing protein 13)	2.1.1.-
B3KR97	HSA:26119		cDNA FLJ33900 fis, clone CTONG2008262, highly similar to Low density lipoprotein receptor adapter protein 1	
Q5SW96	HSA:26119	LDLRAP1 ARH	Low density lipoprotein receptor adapter protein 1 (Autosomal recessive hypercholesterolemia protein)	
A0A140VJY8	HSA:84203		Testicular tissue protein Li 215	
Q86VQ3	HSA:84203	TXNDC2 SPTRX SPTRX1	Thioredoxin domain-containing protein 2 (Spermatid-specific thioredoxin-1) (Sptrx-1)	
O43240	HSA:5655	KLK10 NES1 PRSSL1	Kallikrein-10 (EC 3.4.21.-) (Normal epithelial cell-specific 1) (Protease serine-like 1)	3.4.21.-
P46091	HSA:2825	GPR1	G-protein coupled receptor 1	
Q9UPA5	HSA:8927	BSN KIAA0434 ZNF231	Protein bassoon (Zinc finger protein 231)	
A5PLN9	HSA:80006	TRAPPC13 C5orf44	Trafficking protein particle complex subunit 13	
A0A024R4Q2	HSA:90338	ZNF160 hCG_19658	Zinc finger protein 160, isoform CRA_c	
Q9HCG1	HSA:90338	ZNF160 KIAA1611	Zinc finger protein 160 (Zinc finger protein HZF5) (Zinc finger protein Kr18) (HKr18)	
Q13724	HSA:7841	MOGS GCS1	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)	3.2.1.106
Q59F51	HSA:26267		PREDICTED: F-box protein 10 variant (Fragment)	
Q9UK96	HSA:26267	FBXO10 FBX10 PRMT11	F-box only protein 10	
Q9Y3D6	HSA:51024	FIS1 TTC11 CGI-135	Mitochondrial fission 1 protein (FIS1 homolog) (hFis1) (Tetratricopeptide repeat protein 11) (TPR repeat protein 11)	
P78356	HSA:8396	PIP4K2B PIP5K2B	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta)	2.7.1.149
P49792	HSA:5903	RANBP2 NUP358	E3 SUMO-protein ligase RanBP2 (EC 6.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)	6.3.2.-
Q9ULD5	HSA:27153	ZNF777 KIAA1285	Zinc finger protein 777	
Q6MZM0	HSA:341208	HEPHL1	Hephaestin-like protein 1 (EC 1.-.-.-)	1.-.-.-
Q8NH50	HSA:219453	OR8K5	Olfactory receptor 8K5 (Olfactory receptor OR11-174)	
Q9UJC3	HSA:51361	HOOK1	Protein Hook homolog 1 (h-hook1) (hHK1)	
P06340	HSA:3111	HLA-DOA HLA-DNA HLA-DZA	HLA class II histocompatibility antigen, DO alpha chain (MHC DN-alpha) (MHC DZ alpha) (MHC class II antigen DOA)	
X5CF87	HSA:3111	HLA-DOA	MHC class II antigen	
P18124	HSA:6129	RPL7	60S ribosomal protein L7 (Large ribosomal subunit protein uL30)	
O60504	HSA:10174	SORBS3 SCAM1	Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3)	
A0A024R0I7	HSA:4808	NHLH2 hCG_1641364	Nescient helix loop helix 2, isoform CRA_a	
Q02577	HSA:4808	NHLH2 BHLHA34 HEN2 KIAA0490	Helix-loop-helix protein 2 (HEN-2) (Class A basic helix-loop-helix protein 34) (bHLHa34) (Nescient helix loop helix 2) (NSCL-2)	
A0A140VJN5	HSA:84125		Testicular tissue protein Li 111	
Q96JM4	HSA:84125	LRRIQ1 KIAA1801	Leucine-rich repeat and IQ domain-containing protein 1	
Q15113	HSA:5118	PCOLCE PCPE1	Procollagen C-endopeptidase enhancer 1 (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer)	
P20138	HSA:945	CD33 SIGLEC3	Myeloid cell surface antigen CD33 (Sialic acid-binding Ig-like lectin 3) (Siglec-3) (gp67) (CD antigen CD33)	
Q546G0	HSA:945	CD33 hCG_91950	CD33 antigen (Gp67) (CD33 antigen (Gp67), isoform CRA_b)	
P34903	HSA:2556	GABRA3	Gamma-aminobutyric acid receptor subunit alpha-3 (GABA(A) receptor subunit alpha-3)	
A0A024RAG3	HSA:5899	RALB hCG_17321	V-ral simian leukemia viral oncogene homolog B (Ras related GTP binding protein), isoform CRA_a	
P11234	HSA:5899	RALB	Ras-related protein Ral-B	
Q4G148	HSA:283464	GXYLT1 GLT8D3	Glucoside xylosyltransferase 1 (EC 2.4.2.n2) (Glycosyltransferase 8 domain-containing protein 3)	2.4.2.n2
Q9Y330	HSA:221527	ZBTB12 C6orf46 G10 NG35	Zinc finger and BTB domain-containing protein 12 (Protein G10)	
Q1EHB4	HSA:159963	SLC5A12 SMCT2	Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)	
Q8TAM0	HSA:118442	GPR62	G protein-coupled receptor 62	
Q9BZJ7	HSA:118442	GPR62	Probable G-protein coupled receptor 62 (G-protein coupled receptor GPCR8) (hGPCR8) (G-protein coupled receptor KPG_005)	
Q3MIR4	HSA:161291	TMEM30B CDC50B	Cell cycle control protein 50B (P4-ATPase flippase complex beta subunit TMEM30B) (Transmembrane protein 30B)	
Q9UHE5	HSA:9027	NAT8 CML1 GLA TSC501	N-acetyltransferase 8 (EC 2.3.1.-) (Acetyltransferase 2) (ATase2) (Camello-like protein 1) (Cysteinyl-conjugate N-acetyltransferase) (CCNAT) (EC 2.3.1.80)	2.3.1.-; 2.3.1.80
Q6PJP3	HSA:84951	TNS4	TNS4 protein (Fragment)	
Q8IZW8	HSA:84951	TNS4 CTEN PP14434	Tensin-4 (C-terminal tensin-like protein)	
Q9NXD2	HSA:54893	MTMR10	Myotubularin-related protein 10	
X5D963	HSA:54893	MTMR10	Myotubularin related protein 10 isoform C (Fragment)	
O75112	HSA:11155	LDB3 KIAA0613 ZASP	LIM domain-binding protein 3 (Protein cypher) (Z-band alternatively spliced PDZ-motif protein)	
A5D8V7	HSA:115948	CCDC151	Coiled-coil domain-containing protein 151	
B3KPH7	HSA:115948		cDNA FLJ31801 fis, clone NT2RI2009066, weakly similar to Restin	
O43847	HSA:4898	NRDC NRD1	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	3.4.24.61
Q6UUU9	HSA:4898	NRD1	Nardilysin isoform	
Q6P995	HSA:165215	FAM171B KIAA1946 NPD019	Protein FAM171B	
P0C6S8	HSA:645191	LINGO3 LERN2 LRRN6B	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3 (Leucine-rich repeat neuronal protein 2) (Leucine-rich repeat neuronal protein 6B)	
Q8TF63	HSA:140947	DCANP1 C5orf20 DCNP1	Dendritic cell nuclear protein 1 (Dendritic cell nuclear protein-1) (Dendritic cell-associated nuclear protein)	
Q8IVF1	HSA:728118	NUTM2A FAM22A KIAA2020	NUT family member 2A	
O60422	HSA:390874	ONECUT3	One cut domain family member 3 (One cut homeobox 3) (Transcription factor ONECUT-3) (OC-3)	
Q8IVU1	HSA:9543	IGDCC3 PUNC	Immunoglobulin superfamily DCC subclass member 3 (Putative neuronal cell adhesion molecule)	
P59047	HSA:126206	NLRP5 MATER NALP5	NACHT, LRR and PYD domains-containing protein 5 (Mater protein homolog)	
A0A126GVD8	HSA:79290	OR13A1	Olfactory receptor	
Q8NGR1	HSA:79290	OR13A1	Olfactory receptor 13A1 (Olfactory receptor OR10-3)	
A0A0K0K1K1	HSA:26330	HEL-S-278	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	1.2.1.12
O14556	HSA:26330	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)	1.2.1.12
Q8N264	HSA:83478	ARHGAP24 FILGAP	Rho GTPase-activating protein 24 (Filamin-A-associated RhoGAP) (FilGAP) (RAC1- and CDC42-specific GTPase-activating protein of 72 kDa) (RC-GAP72) (Rho-type GTPase-activating protein 24) (RhoGAP of 73 kDa) (Sarcoma antigen NY-SAR-88) (p73RhoGAP)	
Q8N144	HSA:125111	GJD3 GJA11 GJC1	Gap junction delta-3 protein (Connexin-31.9) (Cx31.9) (Gap junction alpha-11 protein) (Gap junction chi-1 protein)	
P13765	HSA:3112	HLA-DOB	HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)	
Q5QNS2	HSA:3112	HLA-DOB HLA_DOB hCG_2039124	HLA-DOB (MHC class II antigen) (Major histocompatibility complex, class II, DO beta, isoform CRA_a)	
Q9H2J4	HSA:79031	PDCL3 PhLP2A VIAF1	Phosducin-like protein 3 (HTPHLP) (PhPL3) (Viral IAP-associated factor 1) (VIAF-1)	
P23471	HSA:5803	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2)	3.1.3.48
Q8TCX5	HSA:114822	RHPN1 KIAA1929	Rhophilin-1 (GTP-Rho-binding protein 1)	
P78368	HSA:1455	CSNK1G2 CK1G2	Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1)	2.7.11.1
Q2TAC6	HSA:124602	KIF19	Kinesin-like protein KIF19	
P46776	HSA:6157	RPL27A	60S ribosomal protein L27a (Large ribosomal subunit protein uL15)	
A0A024R4G4	HSA:25818	KLK5 KLNC hCG_22933	Kallikrein 5, isoform CRA_a (Kallikrein C)	
Q9Y337	HSA:25818	KLK5 SCTE UNQ570/PRO1132	Kallikrein-5 (EC 3.4.21.-) (Kallikrein-like protein 2) (KLK-L2) (Stratum corneum tryptic enzyme)	3.4.21.-
A0A024R467	HSA:617	BCS1L hCG_16303	BCS1-like (Yeast), isoform CRA_a (BCS1-like isoform 1)	
Q9Y276	HSA:617	BCS1L BCS1	Mitochondrial chaperone BCS1 (h-BCS1) (BCS1-like protein)	
A0A024R6I1	HSA:1112	CHES1 hCG_2028955	Checkpoint suppressor 1, isoform CRA_a	
O00409	HSA:1112	FOXN3 C14orf116 CHES1	Forkhead box protein N3 (Checkpoint suppressor 1)	
A0A024QZA4	HSA:6483	ST3GAL2 hCG_32368	ST3 beta-galactoside alpha-2,3-sialyltransferase 2, isoform CRA_a	
B3KXG9	HSA:6483		cDNA FLJ45393 fis, clone BRHIP3027105, highly similar to CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3- sialyltransferase (EC 2.4.99.-)	
Q16842	HSA:6483	ST3GAL2 SIAT4B	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	2.4.99.4
A4D0V7	HSA:79974	CPED1 C7orf58 UNQ9432/PRO34713	Cadherin-like and PC-esterase domain-containing protein 1	
Q5JSL3	HSA:139818	DOCK11 ZIZ2	Dedicator of cytokinesis protein 11 (Activated Cdc42-associated guanine nucleotide exchange factor) (ACG) (Zizimin-2)	
A0A090N8Y2	HSA:9601	ERP70 tcag7.505	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72)	5.3.4.1
P13667	HSA:9601	PDIA4 ERP70 ERP72	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	5.3.4.1
Q9NW07	HSA:140467	ZNF358	Zinc finger protein 358	
Q7Z406	HSA:79784	MYH14 KIAA2034 FP17425	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)	
Q9UK97	HSA:26268	FBXO9 FBX9 VCIA1	F-box only protein 9 (Cross-immune reaction antigen 1) (Renal carcinoma antigen NY-REN-57)	
B2CKC5	HSA:114327	EFHC1 hCG_21196	EF-hand domain (C-terminal) containing 1, isoform CRA_a (EF-hand domain containing 1)	
Q5JVL4	HSA:114327	EFHC1	EF-hand domain-containing protein 1 (Myoclonin-1)	
Q9Y2B2	HSA:9487	PIGL	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase (EC 3.5.1.89) (Phosphatidylinositol-glycan biosynthesis class L protein) (PIG-L)	3.5.1.89
Q14112	HSA:22795	NID2	Nidogen-2 (NID-2) (Osteonidogen)	
A4D1V4	HSA:64983	MRPL32 hCG_19886 tcag7.484	Mitochondrial ribosomal protein L32 (Mitochondrial ribosomal protein L32, isoform CRA_d) (cDNA, FLJ93927, Homo sapiens mitochondrial ribosomal protein L32 (MRPL32), nucleargene encoding mitochondrial protein, mRNA)	
Q9BYC8	HSA:64983	MRPL32 HSPC283	39S ribosomal protein L32, mitochondrial (L32mt) (MRP-L32) (Mitochondrial large ribosomal subunit protein bL32m)	
Q9H2J9	HSA:59342		DC39	
Q9HB40	HSA:59342	SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	3.4.16.-
O43194	HSA:2863	GPR39	G-protein coupled receptor 39	
Q6NUJ1	HSA:768239	PSAPL1	Proactivator polypeptide-like 1 [Cleaved into: Saposin A-like; Saposin B-Val-like; Saposin B-like; Saposin C-like; Saposin D-like]	
A1A4G1	HSA:79654	HECTD3 hCG_1815097	HECT domain containing 3 (HECT domain containing 3, isoform CRA_a) (cDNA FLJ31983 fis, clone NT2RP7008557, highly similar to Probable E3 ubiquitin-protein ligase HECTD3)	
B3KU34	HSA:79654		cDNA FLJ39143 fis, clone OCBBF1000054, highly similar to Probable E3 ubiquitin-protein ligase HECTD3	
Q5T447	HSA:79654	HECTD3	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	2.3.2.26
A0A024RCH3	HSA:1821	DRP2 hCG_20407	Dystrophin related protein 2, isoform CRA_a	
Q13474	HSA:1821	DRP2	Dystrophin-related protein 2 (DRP-2)	
Q8IWF2	HSA:80020	FOXRED2 ERFAD	FAD-dependent oxidoreductase domain-containing protein 2 (Endoplasmic reticulum flavoprotein associated with degradation)	
Q6UWD8	HSA:105369277,HSA:283897	C16orf54 UNQ9389/PRO34280	Transmembrane protein C16orf54	
Q8N448	HSA:222484	LNX2 PDZRN1	Ligand of Numb protein X 2 (Numb-binding protein 2) (PDZ domain-containing RING finger protein 1)	
B3KWP1	HSA:51611	DPH5 hCG_32849	DPH5 homolog (S. cerevisiae), isoform CRA_e (cDNA FLJ43496 fis, clone PEBLM2001465, highly similar to Probable diphthine synthase (EC 2.1.1.98))	
Q9H2P9	HSA:51611	DPH5 AD-018 CGI-30 HSPC143 NPD015	Diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase)	2.1.1.314
Q8IW56	HSA:58158		NEUROD4 protein	
Q9HD90	HSA:58158	NEUROD4 ATH3 ATOH3 BHLHA4	Neurogenic differentiation factor 4 (NeuroD4) (Class A basic helix-loop-helix protein 4) (bHLHa4) (Protein atonal homolog 3) (ATH-3) (Atoh3)	
Q6ECI4	HSA:388566	ZNF470 CZF1	Zinc finger protein 470 (Chondrogenesis zinc finger protein 1) (CZF-1)	
Q6UWF7	HSA:54827	NXPE4 C11orf33 FAM55D UNQ3018/PRO9799	NXPE family member 4 (Protein FAM55D)	
Q8NB42	HSA:84503	ZNF527 KIAA1829	Zinc finger protein 527	
Q9C0G0	HSA:55628	ZNF407 KIAA1703	Zinc finger protein 407	
Q96N22	HSA:148213	ZNF681	Zinc finger protein 681	
Q86Y85	HSA:3755	KCNG1	Potassium voltage-gated channel, subfamily G, member 1	
Q9UIX4	HSA:3755	KCNG1	Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1) (kH2)	
Q8IYI8	HSA:126070	ZNF440	Zinc finger protein 440	
P04217	HSA:1	A1BG	Alpha-1B-glycoprotein (Alpha-1-B glycoprotein)	
V9HWD8	HSA:1	HEL-S-163pA	Epididymis secretory sperm binding protein Li 163pA	
